2020-04-16,1,72,11,20,0.5500
2020-04-15,3,71,11,22,0.5000
2020-04-14,1,68,8,24,0.3333
2020-04-13,1,67,9,27,0.3333
2020-04-12,0,66,10,31,0.3226
2020-04-11,1,66,17,28,0.6071
2020-04-10,4,65,20,27,0.7407
