2020-04-18,16,618,311,235,1.3234
2020-04-17,17,602,312,243,1.2840
2020-04-16,29,585,317,230,1.3783
2020-04-15,18,556,303,231,1.3117
2020-04-14,20,538,294,227,1.2952
2020-04-13,23,518,287,217,1.3226
2020-04-12,28,495,280,207,1.3527
2020-04-11,13,467,269,192,1.4010
2020-04-10,46,454,277,172,1.6105
2020-04-09,16,408,250,153,1.6340
2020-04-08,23,392,250,141,1.7730
2020-04-07,19,369,240,128,1.8750
2020-04-06,25,350,241,108,2.2315
2020-04-05,18,325,234,91,2.5714
