2020-04-11,10,273,88,105,0.8381
2020-04-10,10,263,94,106,0.8868
2020-04-09,9,253,91,109,0.8349
2020-04-08,6,244,94,100,0.9400
2020-04-07,9,238,102,93,1.0968
2020-04-06,10,229,105,86,1.2209
2020-04-05,7,219,101,86,1.1744
2020-04-04,13,212,106,83,1.2771
2020-04-03,14,199,104,76,1.3684
